text,source,created_at,state
"AWS Bedrock Agent Action Group Creation Fails with Claude 3.5 Sonnet - Tool Name Validation Error <h2>Problem</h2>
<p>I was experiencing repeated failures when creating AWS Bedrock Agent action groups using Claude 3.5 Sonnet as the foundation model. The CloudTrail error indicated an APISchemaException with tool name validation failures.</p>
<h3>Error Pattern:</h3>
<pre class=""lang-bash prettyprint-override""><code>HttpVerb__ActionName__OperationId should match tool name regex for Claude 3.5 : ^[a-zA-Z0-9_-]{1,64}$
</code></pre>
<p>The action group was configured with an OpenAPI 3 specification containing four endpoints for a RESTful API service, deployed via Terraform using the <code>aws_bedrockagent_agent_action_group</code> resource.</p>
<h3>Debugging Journey</h3>
<p><strong>Initial Hypothesis</strong>: camelCase vs snake_case issue</p>
<p>Started by suspecting using snake_case in operationIds was the problem:</p>
<ul>
<li><code>create_resource_plus_some_long_string</code> → <code>createResourcePlusSomeLongString</code></li>
<li><code>get_resource_by_id_plus_some_long_string</code> → <code>getResourceByIdPlusSomeLongString</code></li>
<li><code>update_resource_by_id_plus_some_long_string</code> → <code>updateResourceByIdPlusSomeLongString</code></li>
<li><code>delete_resource_by_id_plus_some_long_string</code> → <code>deleteResourceByIdPlusSomeLongString</code></li>
</ul>
<p><strong>Result</strong>: Still failed validation.</p>
<pre class=""lang-bash prettyprint-override""><code>HttpVerb__ActionName__OperationId should match tool name regex for Claude 3.5 : ^[a-zA-Z0-9_-]{1,64}$
</code></pre>
<p><strong>Second Attempt</strong>: Double Underscore matching expected format</p>
<p>Converted camelCase back to snake_case using double underscore approach following expected pattern:</p>
<p><code>createResourcePlusSomeLongString</code> → <code>POST__create__createResourcePlusSomeLongString</code>
<code>getResourceByIdPlusSomeLongString</code> → <code>GET__get__getResourceByIdPlusSomeLongString</code>
<code>updateResourceByIdPlusSomeLongString</code> → <code>POST__update__updateResourceByIdPlusSomeLongString</code>
<code>deleteResourceByIdPlusSomeLongString</code> → <code>DELETE__delete__deleteResourceByIdPlusSomeLongString</code></p>
<p><strong>Result</strong>: Still failed validation.</p>
<pre class=""lang-bash prettyprint-override""><code>Action name, operationId or http verb in openAPI schema should not have '__' for Claude3.5
</code></pre>
<p><strong>Third Attempt</strong>: Converted operationIds back to camelCase only and shortened them.</p>
<p>I couldn’t figure out why my operationIds weren’t working. They were all following the expected format and regexp constraints. I confirmed this with the following terminal commands.</p>
<pre class=""lang-bash prettyprint-override""><code>grep -o '&quot;operationId&quot;: &quot;[^&quot;]*&quot;' ./MY_FILE.json | while read line; do op=$(echo &quot;$line&quot; | sed 's/&quot;operationId&quot;: &quot;//; s/&quot;//'); echo &quot;$op: $(echo -n &quot;$op&quot; | wc -c) characters&quot;;
</code></pre>
<p>So I shortened them like so:</p>
<ul>
<li><code>createResourcePlusSomeLongString</code> → <code>createResource</code></li>
<li><code>getResourceByIdPlusSomeLongString</code> → <code>getResource</code></li>
<li><code>updateResourceByIdPlusSomeLongString</code> → <code>updateResource</code></li>
<li><code>deleteResourceByIdPlusSomeLongString</code> → <code>deleteResource</code></li>
</ul>
<p><strong>Result</strong>: Still failed validation, <strong>but</strong> instead of four errors, I now only saw two.</p>
<p>What is going on? How do I fix this?</p>",stackoverflow,2025-07-22 19:55:37,open
"Cygwin GDB not working under Codeblocks, (error 2: The system cannot find the file specified.) <p>The title says it all.</p>
<p>This question is quite the same with <a href=""https://stackoverflow.com/questions/69446534/codeblocks-debugger-not-working-error-creating-process-error-2#73493758"">this question</a>. However, the difference is that now it is 2 years and 4 major versions of cygwin gdb later. I want to believe that keeping gdb at version 9 &quot;forever&quot;, ignoring the updates done by its developers, is bad practice.</p>
<hr />
<p>Background info: I was forced to switch to Cygwin C compiler, because MinGW compilers have sizeof(unsigned long) == 32, instead of my need (==64). That makes a great difference when paired with the GNU GMP library.</p>
<p>Until now, I used whatever compiler was available. And I actually preferred one of the MinGW packages, for having a working conio.h (but overall less important, and now I lost it). And changing the compiler / debugger to cygwin, I lost the ability to debug.</p>
<p>Of course, I would prefer to not recompile Codeblocks from sources, or do other hacks, if possible. :)</p>
<p>Debugger output (from debugger window in Codeblocks:</p>
<pre><code>Active debugger config: GDB/CDB debugger:Default
Building to ensure sources are up-to-date
Selecting target:
Debug
Adding source dir: Z:\_progs\_progsData\cb\myprog\
Adding source dir: Z:\_progs\_progsData\cb\myprog\
Adding file: Z:\_progs\_progsData\cb\myprog\bin\Debug\myprog.exe
Changing directory to: Z:/_progs/_progsData/cb/myprog/.
Set variable: PATH=.;Z:\_progs\cygwin\bin;Z:\_progs\cygwin;Z:\_progs\cb_25_03\MinGW\bin;Z:\_progs\cb_25_03\MinGW;C:\ProgramData\Oracle\Java\javapath;C:\ORACLE\Oracle920\bin;C:\ORACLE\ORANT\BIN;C:\ORACLE\ORADEV6i\BIN;C:\ORACLE\ORADEV6i\jdk\bin;C:\Program Files (x86)\Oracle\jre\1.1.8\bin;C:\Program Files (x86)\Oracle\jre\1.3.1\bin;C:\Windows\System32;C:\Windows;C:\Windows\System32\wbem;C:\Windows\System32\WindowsPowerShell\v1.0;C:\Windows\System32\OpenSSH;C:\Users\y147694\AppData\Local\Microsoft\WindowsApps
Starting debugger: Z:\_progs\cygwin\bin\gdb.exe -nx -fullname -quiet  -args Z:/_progs/_progsData/cb/myprog/bin/Debug/myprog.exe
done
Setting breakpoints
Debugger name and version: GNU gdb (GDB) (Cygwin 14.2-1) 14.2
Error creating process /cygdrive/z/_progs/_progsData/cb/myprog/Z:/_progs/_progsData/cb/myprog/bin/Debug/myprog.exe, (error 2: The system cannot find the file specified.)
Debugger finished with status 0
</code></pre>
<p>Codeblocks info (help -&gt; about)</p>
<pre><code>Name                    : Code::Blocks
Version                 : 25.03-r13644
SDK Version             : 2.25.0
Scintilla Version       : 3.7.5
Author                  : The Code::Blocks Team
E-mail                  : info@codeblocks.org
Website                 : https://www.codeblocks.org
OS                      : Windows 10 (build 19045), 64-bit edition
Scaling factor          : 1.000000
Detected scaling factor : 1.000000
Display PPI             : 96x96
Display count           : 2
Display 0 (\\.\DISPLAY1): XY=[0,0]; Size=[1920,1080]; Primary
Display 1 (\\.\DISPLAY2): XY=[1920,-115]; Size=[1920,1200];

wxWidgets Library (wxMSW port)
Version 3.2.7 (Unicode: wchar_t, debug level: 1),
compiled at Mar 25 2025 17:16:27

Runtime version of toolkit used is 10.0.19045.
</code></pre>
<p>Environment:</p>
<ul>
<li><p>Windows 10 Pro, 22H2, 8 GB RAM</p>
</li>
<li><p>cygwin - up-to-date (all installed packages - also up-to-date)</p>
</li>
<li><p>cygwin setup: 2.934 (x86_64)</p>
</li>
<li><p>cygwin gdb (from the setup window): 14.2-1</p>
</li>
<li><p>mirror: mirrors.kernel.org (I used previously another mirror, but it had missing packages which I needed, changing the mirror fixed my problems)</p>
</li>
</ul>",stackoverflow,2025-07-22 06:37:27,open
"How to use DDD for debugging programs created by CLANG/LLVM <p>I am using <code>clang</code> on a linux environment to compile a C program. When trying to debug the executable using <code>ddd</code>, it does not find the debug symbols (yes, they are included). When I use <code>gcc</code> instead of <code>clang</code> to build, then <code>ddd</code> seems to work fine.</p>
<p>According to the <a href=""https://www.gnu.org/software/ddd/manual/html_mono/ddd.html#Choosing-an-Inferior-Debugger"" rel=""nofollow noreferrer"">documentation</a>, one can define the &quot;inferior debugger&quot; (the underlying debugger) in a <code>ddd</code> session. By default is auto-detects the debugger to use, and for my program it uses <code>gdb</code>.</p>
<p>How can I debug the <code>clang</code> executable with <code>ddd</code>? Should I use a different inferior debugger, and if so, which one?</p>
<p>Note: according to the <a href=""https://www.gnu.org/software/ddd/manual/html_mono/ddd.html#Choosing-an-Inferior-Debugger"" rel=""nofollow noreferrer"">docs</a>, <code>lldb</code> is not supported by <code>ddd</code>.</p>
<p>Update: here's what <code>clang</code> reports:</p>
<pre><code>clang version 16.0.6
Target: x86_64-unknown-linux-gnu
Thread model: posix
InstalledDir: /tools/oss/packages/x86_64-rocky8/llvm/default/bin
</code></pre>
<p>and the command line used:</p>
<pre><code>$ clang -g -O0 -o ddd_test.e ddd_test.c
$ ddd ddd_test.e
</code></pre>
<p>The result:</p>
<p><a href=""https://i.sstatic.net/DdAzxxl4.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/DdAzxxl4.png"" alt=""enter image description here"" /></a></p>
<p>When using <code>gcc</code>:</p>
<pre><code>$ gcc -g -O0 -o ddd_test.e ddd_test.c
$ ddd ddd_test.e
</code></pre>
<p>The result is:</p>
<p><a href=""https://i.sstatic.net/piOzVMfg.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/piOzVMfg.png"" alt=""enter image description here"" /></a></p>
<p>Running on <strong>Rocky Linux 8.10</strong></p>",stackoverflow,2025-07-22 00:48:32,open
"remote debugging Samsung Internet gives HTTP/1.1 404 Not Found <p>I am trying to debug a web app running on Samsung Internet (S22) using <code>chrome://inspect/#devices</code>. I can see all open tabs from my phone, but trying to inspect gives me <strong>HTTP/1.1 404 Not Found</strong></p>
<p>I tried opening the same the app in Chrome on Samsung phone and was able to inspect, but not the tabs open in Samsung Internet</p>
<p>This used to work a few months ago. Has something changed with Samsung browser?</p>
<p>Please help, how can I debug the app in Samsung Internet browser
<a href=""https://i.sstatic.net/pi44y2fg.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/pi44y2fg.png"" alt=""screenshot of the error from chrome://inspect"" /></a></p>",stackoverflow,2025-07-21 06:31:49,open
"XDebug & Netbeans - Works on some projects but not on others <p>Wondering if anyone can explain this.  I have Netbeans 23, using XDebug 3.  I find that it works on some of my projects but not on others.  What I mean by that is when you hit &quot;Run&quot; (F5) on the projects that it works in the status bar you can see &quot;Connected&quot; and it launches the home page of the project (localhost).</p>
<p>On the ones that don't work it sits there &quot;Waiting for connection&quot;.  I've checked all of the proxy settings and there's nothing different... but clearly something is different.</p>
<p>Anyone had this issue and been able to work out the problem?   Running PHP 8.3.14 with WAMP Server.</p>",stackoverflow,2025-07-20 00:56:56,open
"Why doesn't GDB hit the breakpoint at main after monitor reset run with OpenOCD? <p>I'm debugging a Cortex-M4 embedded device using GDB and OpenOCD.</p>
<p>Here's what I do:</p>
<ol>
<li>Connect GDB to OpenOCD:
<code>target remote :3333</code></li>
<li>Set a breakpoint at main:
<code>break main</code></li>
<li>Then reset and start the program:
<code>monitor reset run</code></li>
</ol>
<p>However, the breakpoint at main is never hit, and the program just runs.</p>
<p>I expected execution to stop at <code>main</code>, but it doesn't. Is reset run skipping the breakpoint or starting execution before the breakpoint is active? (I'm debugging from Flash, and use hardware breakpoints if this makes any sense)</p>
<p>In parallel, if I execute <code>reset init</code>, which halts the CPU at the beginning, and then execute <code>continue</code> command, then it hits the breakpoint.</p>",stackoverflow,2025-07-18 19:45:55,open
"Assembly function makes the call stack incomprehensible in Visual Studio <p>I am developing a scripting language VM. The main application is written in C++, it calls script functions that can call native function back through the native interface API, similar to JNI - Java Native Interface.</p>
<p>I made a minimal demo. This is how the C++ test case looks like:</p>
<pre><code>float sum_values(void* env, int a, float b, int c, float d)
{
    return static_cast&lt;float&gt;(a) + b + c + d;
}

extern &quot;C&quot; float native_call_amd64_msvc(void* env, void* function, uint64_t* args, size_t numArgs);

int main()
{
    uint64_t args[]{ 0x1111, 0, 0x3333, 0 };
    *reinterpret_cast&lt;float*&gt;(args + 1) = 2.222f;
    *reinterpret_cast&lt;float*&gt;(args + 3) = 4.444f;

    const float result = native_call_amd64_msvc
    (
        reinterpret_cast&lt;void*&gt;(0xDEADCAFEBABEA0BA),
        reinterpret_cast&lt;void*&gt;(sum_values),
        args,
        std::size(args)
    );

    const float control_result = sum_values(nullptr, 0x1111, 2.222f, 0x3333, 4.444f);

    std::cout &lt;&lt; ((result == control_result) ? &quot;passed&quot; : &quot;failed&quot;) &lt;&lt; std::endl;
    return 0;
}
</code></pre>
<p>As you can see, I call the same <code>sum_values</code> function trough the scripting API and then in the conventional way to verify the result.</p>
<p>Since I need the maximum flexibility, I can't use templates or even C varargs to forward script stack operands to the native code. Instead, I store them in an array and then call the intermediate function to correctly forward the arguments to the native frame. Thus, the forwarding function is written is assembly. This is the <code>native_call_amd64_msvc</code> definition (MASM), it uses the <a href=""https://learn.microsoft.com/en-us/cpp/build/x64-calling-convention?view=msvc-170"" rel=""nofollow noreferrer"">x64 calling convention</a>:</p>
<pre><code>native_call_amd64_msvc PROC
    enter 0, 0

    mov RBX, RDX    ; duplicate the function pointer (MUL will overwrite RDX, also RDX may be used for an arg)
    mov RAX, 8
    mul R9
    add RAX, R8     ; RAX is now pointing to the arguments &quot;tail&quot;

args_to_stack:
    cmp RAX, R8
    je args_to_registers

    sub RAX, 8
    push qword ptr [RAX]
    jmp args_to_stack

args_to_registers:
    ; arguments are passed through [RCX (Env), RDX (1st arg), R8 (2nd arg), R9 (3rd arg)]
    push RCX

    cmp R9, 1 ; num args &gt;= 1
    jl invoke_function
    mov RDX, [RSP + (8 * 1)]
    movd XMM1, RDX  ; here and below - also store arguments in XMM registers. may be redundant if the argument is not a float/double

    cmp R9, 2 ; num args &gt;= 2
    jl invoke_function
    mov R8, [RSP + (8 * 2)]
    movd XMM2, R8;

    cmp R9, 3 ; num args &gt;= 3
    jl invoke_function
    mov R9, [RSP + (8 * 3)] ; note: this overwrites the num_arg in r9, but we don't need it anymore
    movd XMM3, R9;

invoke_function:
    call RBX

    leave
    ret
native_call_amd64_msvc ENDP
</code></pre>
<p>It works absolutely correctly, the result is valid. The problem is, when I'm setting a breakpoint in the <code>sum_values</code> body and debugging it in Visual Studio, I see this:</p>
<p><a href=""https://i.sstatic.net/t2DhATyf.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/t2DhATyf.png"" alt=""enter image description here"" /></a></p>
<p>The call stack looks absolutely correctly when I'm making a conventional call:</p>
<p><a href=""https://i.sstatic.net/7ZNyxleK.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/7ZNyxleK.png"" alt=""enter image description here"" /></a></p>
<p><strong>The question is:</strong> what am I missing? I want to be able to consistently debug my code and currently the call stack does not look correct in the debugger. Maybe I'm even missing something bigger.</p>
<p>Thank you.</p>",stackoverflow,2025-07-17 21:19:33,open
"How to log memory leaks using a custom logger? <p>I started using LeakCanary in my app.
Based on various sources, I found that with this dependency:</p>
<pre><code> debugImplementation 'com.squareup.leakcanary:leakcanary-android:2.14'
</code></pre>
<p>LeakCanary watches the following components by default:
Activities, Fragments (both androidx.fragment.app.Fragment and android.app.Fragment), ViewModels, Services, Broadcast Receivers (especially dynamically registered ones), and View Roots.</p>
<p>Now, I want to log memory leaks detected in any of these components. So I wrote the following code:</p>
<pre><code>  private void setLeakCanaryData() {
                if (BuildConfig.DEBUG) {
                    LeakCanary.Config oldConfig = LeakCanary.getConfig();
                    List&lt;EventListener&gt; newEventListeners = getEventListeners(oldConfig);
                    LeakCanary.Config newConfig = new LeakCanary.Config(
                            oldConfig.getDumpHeap(),
                            oldConfig.getDumpHeapWhenDebugging(),
                            oldConfig.getRetainedVisibleThreshold(),
                            oldConfig.getReferenceMatchers(),
                            oldConfig.getObjectInspectors(),
                            oldConfig.getOnHeapAnalyzedListener(),
                            oldConfig.getMetadataExtractor(),
                            oldConfig.getComputeRetainedHeapSize(),
                            oldConfig.getMaxStoredHeapDumps(),
                            oldConfig.getRequestWriteExternalStoragePermission(),
                            oldConfig.getLeakingObjectFinder(),
                            oldConfig.getHeapDumper(),
                            newEventListeners,
                            oldConfig.getShowNotifications(),
                            oldConfig.getUseExperimentalLeakFinders()
                    );
                    LeakCanary.setConfig(newConfig);
                }
            }
        
            private static @NonNull List&lt;EventListener&gt; getEventListeners(LeakCanary.Config oldConfig) {
                List&lt;EventListener&gt; newEventListeners = new ArrayList&lt;&gt;(oldConfig.getEventListeners());
                newEventListeners.add(event -&gt; {
                    if (event instanceof EventListener.Event.HeapAnalysisDone) {
                        HeapAnalysis analysis = ((EventListener.Event.HeapAnalysisDone&lt;?&gt;) event).getHeapAnalysis();
        
                        if (analysis instanceof HeapAnalysisSuccess) {
                            HeapAnalysisSuccess success = (HeapAnalysisSuccess) analysis;
        
                            for (ApplicationLeak leak : success.getApplicationLeaks()) {
                               sendLogInfo(&quot;Application Leak: &quot; + leak.toString());
                            }
        
                            for (LibraryLeak leak : success.getLibraryLeaks()) {
                               sendLogInfo(&quot;Library Leak: &quot; + leak.toString());
                            }
                        } else if (analysis instanceof HeapAnalysisFailure) {
                            HeapAnalysisFailure failure = (HeapAnalysisFailure) analysis;
                            sendLogInfo(&quot;Heap analysis failed: &quot; + failure.getException().getMessage());
                        }
                    }
                });
                return newEventListeners;
            }
</code></pre>
<p>My questions are:</p>
<ol>
<li><p>Is this the correct and recommended way to log memory leaks using<br />
LeakCanary?</p>
</li>
<li><p>Is there any cleaner or more efficient method to attach event
listeners in Java?</p>
</li>
</ol>
<p>Any help or suggestions are appreciated. Thank you!</p>",stackoverflow,2025-07-17 08:10:55,open
"Does Excel VBA's ""Scripting.Dictionary"" work in languages other than English? <p>everyone. I appreciate the people that helped me a few days back. I can say that there has been a bit of progress, but it's pretty much not done yet.</p>
<p>I'm trying to compare the Primary Store (Column C) and Secondary Store (Column E) combinations under the same Buyer (Column G). If the Buyer has more than 1 combination of stores, the filter will not be applied to them and will give me an error instead.
Somebody helped me through this (Thank you, Michał Turczyn!), but I am stuck at yet another wall.</p>
<p>I wanted to confirm if the VBA 'Dictionary' works in storing data that are in other languages? All of the data within the cell are either numerical or in Japanese.</p>
<p>The Dictionary keys are ending up as 'Empty' on my side. May I have some help or even suggestions? When I get the debug window, it highlights the [If DICT(SELECTED_ENDUSER).Count &gt; 1 Then]. I'm at my wits end.</p>
<pre class=""lang-vb prettyprint-override""><code>    Dim WS As Worksheet
    Dim LAST_ROW As Long
    Dim DICT As Object
    Dim ENDUSER As String
    Dim i As Long
    Dim KEY As Variant
    Dim UNIQUE_PAIR As String
    Dim PAIRS_DICT As Object
    Dim SELECTED_ENDUSER As String
    Dim FILTERED_ENDUSER As Boolean
    
    Set WS = ThisWorkbook.ActiveSheet
    LAST_ROW = WS.Cells(WS.Rows.Count, &quot;G&quot;).End(xlUp).Row
    
    Set DICT = CreateObject(&quot;Scripting.Dictionary&quot;)
    Set DICT = New Dictionary
    
    For i = 3 To LAST_ROW
        ENDUSER = Trim(WS.Cells(i, &quot;G&quot;).Value)
        If ENDUSER &lt;&gt; &quot;&quot; Then
            UNIQUE_PAIR = WS.Cells(i, &quot;C&quot;).Value &amp; &quot;|&quot; &amp; WS.Cells(i, &quot;E&quot;).Value
            If Not DICT.Exists(ENDUSER) Then
                Set PAIRS_DICT = CreateObject(&quot;Scripting.Dictionary&quot;)
                DICT.Add ENDUSER, PAIRS_DICT
            End If
            DICT(ENDUSER)(UNIQUE_PAIR) = 1
        End If
    Next i
    
    SELECTED_ENDUSER = Cells(AROW, 7).Value
    FILTERED_ENDUSER = DICT.Exists(SELECTED_ENDUSER)
    
    If Not FILTERED_ENDUSER Then
        MsgBox &quot;エンドユーザー「&quot; &amp; SELECTED_ENDUSER &amp; &quot;」はいませんでした。&quot;
        Exit Sub
    End If
    
    If DICT(SELECTED_ENDUSER).Count &gt; 1 Then
        MsgBox &quot;コンフリ有りエンドユーザー様です。&quot;, vbCritical
        Exit Sub
    End If
    
    If WS.AutoFilterMode Then WS.AutoFilter.ShowAllData
    WS.Range(&quot;A1&quot;).AutoFilter Field:=7, Criteria1:=SELECTED_ENDUSER
    
    MsgBox &quot;エンドユーザー:&quot; &amp; SELECTED_ENDUSER &amp; &quot;。&quot;
    
    Application.ScreenUpdating = True

End Sub
</code></pre>
<p><a href=""https://i.sstatic.net/A2cbSvd8.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/A2cbSvd8.png"" alt=""enter image description here"" /></a></p>",stackoverflow,2025-07-17 02:02:38,open
"Python async issue with PhaseMap package <p><a href=""https://github.com/greschd/PhaseMap/tree/develop"" rel=""nofollow noreferrer"">PhaseMap</a> is a python package I am trying to use, but the minimal working example in the <a href=""https://phasemap.greschd.ch/en/latest/tutorial.html#phasemap-tutorial"" rel=""nofollow noreferrer"">tutorial</a> isn't working:</p>
<pre><code>import phasemap as pm

def phase(pos):
    x, y = pos
    return int(x**2 + y**2 &lt; 1)

res = pm.run(
    phase,
    limits=[(-1, 1), (-1, 1)],
    mesh=3,
)
</code></pre>
<p>When I run this code (on Python 3.11.9), the following error is raised:</p>
<pre><code>File ~/Desktop/repos/non_linear_topological_invariants/nonlinear_topological_invariants/lib/python3.11/site-packages/phasemap-1.0.0-py3.11.egg/phasemap/_run.py:103, in run(fct, limits, mesh, num_steps, all_corners, init_result, save_file, load, load_quiet, serializer, save_interval)
     90 else:
     91     init_points = None
     93 return _RunImpl(
     94     fct=fct,
     95     limits=limits,
     96     mesh=mesh,
     97     num_steps=num_steps,
     98     all_corners=all_corners,
     99     init_points=init_points,
    100     save_file=save_file,
    101     serializer=serializer,
    102     save_interval=save_interval,
--&gt; 103 ).execute()

File ~/Desktop/repos/non_linear_topological_invariants/nonlinear_topological_invariants/lib/python3.11/site-packages/phasemap-1.0.0-py3.11.egg/phasemap/_run.py:158, in _RunImpl.execute(self)
    157 def execute(self):
--&gt; 158     self._loop.run_until_complete(self._run())
    159     return self.result

File ~/.pyenv/versions/3.11.9/lib/python3.11/asyncio/base_events.py:630, in BaseEventLoop.run_until_complete(self, future)
    619 &quot;&quot;&quot;Run until the Future is done.
    620 
    621 If the argument is a coroutine, it is wrapped in a Task.
   (...)    627 Return the Future's result, or raise its exception.
    628 &quot;&quot;&quot;
    629 self._check_closed()
--&gt; 630 self._check_running()
    632 new_task = not futures.isfuture(future)
    633 future = tasks.ensure_future(future, loop=self)

File ~/.pyenv/versions/3.11.9/lib/python3.11/asyncio/base_events.py:589, in BaseEventLoop._check_running(self)
    587 def _check_running(self):
    588     if self.is_running():
--&gt; 589         raise RuntimeError('This event loop is already running')
    590     if events._get_running_loop() is not None:
    591         raise RuntimeError(
    592             'Cannot run the event loop while another loop is running')

RuntimeError: This event loop is already running
</code></pre>
<p>This seems like a straightforward issue with the implementation of the <code>asyncio</code> library, but I don't know how to fix it. Is there a straightforward fix to this package that will solve the issue?</p>
<p>Thanks!</p>",stackoverflow,2025-07-16 17:52:30,open
"How can I debug a terminal program (like vim) with gdb/cgdb? <h2>Background</h2>
<p>I am modifying the source code of vim and I need to use a debugger.</p>
<h2>Problem</h2>
<p>Since vim is a terminal program, it takes over the terminal when it starts. So as soon as I <code>start</code> inside gdb, I'm just inside vim and I can't use gdb commands. When I quit vim, then I can get back to gdb but, well... then the target program ends so I can't debug it.</p>
<p>If I enter gdb, set breakpoints, then run vim and interact with it, my breakpoints don't actually break.</p>
<h2>What I Tried</h2>
<ol start=""0"">
<li>Make sure vim is built with debug symbols (<code>make CMAKE_BUILD_TYPE=Debug</code>)</li>
<li>Try with normal cgdb (<code>VIMRUNTIME=runtime cgdb --args ./build/bin/nvim my-file</code>)</li>
<li>Try attaching to the process separately (<code>sudo cgdb -p 62556</code>)</li>
<li>Try with some flags (<code>VIMRUNTIME=runtime gdb ./build/bin/nvim -q --tui</code>)</li>
</ol>
<h2>Question</h2>
<p>How can I run gdb (or cgdb) in such a way where I can interact with gdb and also interact with the terminal program that I am debugging?</p>",stackoverflow,2025-07-15 16:27:38,open
"How to find what template is causing an error when the error and trace don't say? <p>I'm getting the typical <code>NG02200: Cannot find a differ supporting object '[object Object]' of type 'object'.</code> error. The issue is, the error was caused by code written by someone else a while ago, and I have no idea what component/template is causing the error.</p>
<p>If I look at the stack trace, there is no mention of a specific component or template; only frames of internal Angular stuff:</p>
<pre><code>Subject.js:34 ERROR RuntimeError: NG02200: Cannot find a differ supporting object '[object Object]' of type 'object'. NgFor only supports binding to Iterables, such as Arrays. Did you mean to use the keyvalue pipe? Find more at https://angular.io/errors/NG02200
    at NgForOf.ngDoCheck (common.mjs:3117:31)
    at callHookInternal (core.mjs:4024:14)
    at callHook (core.mjs:4055:9)
    at callHooks (core.mjs:4006:17)
    at executeInitAndCheckHooks (core.mjs:3956:9)
    at refreshView (core.mjs:13513:21)
    at detectChangesInView (core.mjs:13663:9)
    at detectChangesInEmbeddedViews (core.mjs:13606:13)
    at refreshView (core.mjs:13522:9)
    at detectChangesInView (core.mjs:13663:9)
</code></pre>
<p>If I set an exception breakpoint to catch it in the act, I get a longer trace, but it still only show internal frames:</p>
<pre><code>find (core.mjs:30705)
ngDoCheck (common.mjs:3109)
callHookInternal (core.mjs:4024)
callHook (core.mjs:4055)
callHooks (core.mjs:4006)
executeInitAndCheckHooks (core.mjs:3956)
refreshView (core.mjs:13513)
detectChangesInView (core.mjs:13663)
detectChangesInEmbeddedViews (core.mjs:13606)
refreshView (core.mjs:13522)
detectChangesInView (core.mjs:13663)
detectChangesInComponent (core.mjs:13638)
detectChangesInChildComponents (core.mjs:13676)
refreshView (core.mjs:13548)
detectChangesInView (core.mjs:13663)
detectChangesInEmbeddedViews (core.mjs:13606)
refreshView (core.mjs:13522)
detectChangesInView (core.mjs:13663)
detectChangesInEmbeddedViews (core.mjs:13606)
refreshView (core.mjs:13522)
detectChangesInView (core.mjs:13663)
detectChangesInComponent (core.mjs:13638)
detectChangesInChildComponents (core.mjs:13676)
refreshView (core.mjs:13548)
detectChangesInView (core.mjs:13663)
detectChangesInComponent (core.mjs:13638)
detectChangesInChildComponents (core.mjs:13676)
refreshView (core.mjs:13548)
detectChangesInView (core.mjs:13663)
detectChangesInComponent (core.mjs:13638)
detectChangesInChildComponents (core.mjs:13676)
refreshView (core.mjs:13548)
detectChangesInView (core.mjs:13663)
detectChangesInEmbeddedViews (core.mjs:13606)
refreshView (core.mjs:13522)
detectChangesInView (core.mjs:13663)
detectChangesInEmbeddedViews (core.mjs:13606)
refreshView (core.mjs:13522)
detectChangesInView (core.mjs:13663)
detectChangesInComponent (core.mjs:13638)
detectChangesInChildComponents (core.mjs:13676)
refreshView (core.mjs:13548)
detectChangesInternal (core.mjs:13437)
detectChanges (core.mjs:13954)
tick (core.mjs:28735)
(anonymous) (core.mjs:28895)
invoke (zone.js:368)
onInvoke (core.mjs:11083)
invoke (zone.js:367)
run (zone.js:129)
run (core.mjs:10934)
next (core.mjs:28894)
next (Subscriber.js:91)
_next (Subscriber.js:60)
next (Subscriber.js:31)
(anonymous) (Subject.js:34)
errorContext (errorContext.js:19)
next (Subject.js:27)
emit (core.mjs:10670)
checkStable (core.mjs:11002)
onHasTask (core.mjs:11100)
hasTask (zone.js:422)
_updateTaskCount (zone.js:443)
_updateTaskCount (zone.js:272)
runTask (zone.js:190)
drainMicroTaskQueue (zone.js:581)
invokeTask (zone.js:487)
invokeTask (zone.js:1631)
globalCallback (zone.js:1674)
globalZoneAwareCallback (zone.js:1695)
</code></pre>
<p>I have gone through most of these frame looking for a mention of a component name or a fragment of a template, and I can't find anything that looks relevant. There are massive arrays called <code>hostLView</code> that hold a ton of Angular-specific data, but all the mentioned Injectors and Modules are at best used by many components in the app. I've found references to a grandparent component, but that doesn't narrow it down by much.</p>
<p>I tried searching for <code>*ngFor</code> in all the suspect child components, and actually fixed one related issue that hadn't popped up yet, but that didn't fix the main problem.</p>
<p>What debugging techniques can I use to find what component is at fault, or at least get a hint to narrow down my search?</p>",stackoverflow,2025-07-15 14:33:32,open
